id,carat,cut,color,clarity,depth,table,x,y,z,price
5467,1.02,Very Good,F,SI2,62,56,6.45,6.48,4,4521
5468,1.31,Premium,I,VS2,63,54,6.92,6.94,4.38,5544
5469,0.9,Premium,D,SI1,61.9,58,6.11,6.14,3.79,4579
5470,0.32,Good,E,SI1,62.9,60,4.38,4.42,2.76,720
5471,0.52,Good,D,SI2,63.9,59,5.09,5.12,3.26,1287
5472,0.33,Ideal,H,VS2,61.7,55,4.42,4.46,2.75,620
5473,0.51,Ideal,F,VVS2,61.2,55,5.16,5.19,3.17,2215
5474,0.3,Ideal,E,VVS2,61.8,54,4.34,4.37,2.69,814
5475,1.03,Premium,H,SI1,60.8,58,6.51,6.54,3.96,4932
5476,1.59,Very Good,G,VS2,62.4,57,7.41,7.45,4.65,14779
5477,2.24,Premium,E,SI2,61.9,57,8.38,8.33,5.18,16779
5478,1.02,Ideal,F,SI2,62.5,57,6.41,6.38,4,3763
5479,0.5,Premium,F,VS1,61.4,58,5.13,5.09,3.14,1668
5480,0.7,Good,E,VS2,63.3,57,5.52,5.57,3.52,2755
5481,1.01,Premium,H,SI1,61.1,61,6.41,6.47,3.94,4783
5482,1.01,Premium,D,SI2,60.5,58,6.45,6.42,3.89,5136
5483,0.7,Very Good,F,SI1,61.8,60,5.67,5.7,3.52,2345
5484,2.01,Ideal,G,SI2,60.7,57,8.06,8.12,4.93,17805
5485,1.03,Ideal,E,VS2,60.9,56,6.54,6.6,4,7370
5486,1.63,Premium,I,SI1,60.2,60,7.71,7.59,4.6,10278
5487,0.72,Premium,F,SI2,61.3,60,5.82,5.77,3.55,2298
5488,0.59,Ideal,D,SI1,61.6,55,5.41,5.39,3.33,1687
5489,0.72,Ideal,H,SI1,61.2,55,5.78,5.82,3.55,3050
5490,0.85,Ideal,D,VS2,62.4,54,6.01,6.11,3.79,4107
5491,0.3,Ideal,F,VS2,61.6,56,4.33,4.29,2.66,776
5492,0.7,Ideal,F,SI1,61.1,56,5.71,5.75,3.5,2345
5493,1.04,Premium,F,SI2,61.4,56,6.51,6.54,4,5195
5494,0.4,Premium,E,VS1,60,58,4.83,4.77,2.87,1035
5495,0.77,Premium,E,VS2,59,59,6.03,6.09,3.51,3189
5496,1.12,Premium,E,SI2,62.3,57,6.64,6.59,4.12,4328
5497,0.72,Very Good,D,VS2,60.7,58,5.78,5.81,3.51,2993
5498,1.03,Ideal,F,SI2,60.5,59,6.55,6.58,3.97,4969
5499,1.83,Premium,H,SI1,62.9,59,7.74,7.71,4.89,11748
5500,1.02,Very Good,E,SI1,62,59,6.35,6.41,3.96,5173
5501,1.09,Premium,D,SI2,61.2,60,6.64,6.59,4.04,4588
5502,0.76,Premium,G,VS1,59.1,60,5.94,5.88,3.5,3353
5503,0.31,Ideal,H,VVS2,61.9,55,4.33,4.33,2.68,728
5504,1.19,Premium,H,SI2,60.8,60,6.8,6.85,4.14,4845
5505,1.51,Ideal,I,VS1,62.1,57,7.36,7.3,4.56,11310
5506,1.01,Ideal,D,SI2,61.6,57,6.39,6.45,3.96,4234
5507,1.39,Ideal,G,VS1,60.6,57,7.2,7.24,4.37,10927
5508,0.5,Ideal,I,SI1,61.9,56,5.1,5.13,3.17,1076
5509,1.02,Ideal,I,SI1,62.8,56,6.39,6.44,4.03,4346
5510,0.9,Premium,G,SI2,62.4,58,6.17,6.13,3.83,3446
5511,0.3,Ideal,G,VVS1,61.9,56,4.29,4.33,2.67,798
5512,1.25,Premium,J,VS2,62.5,59,6.89,6.85,4.29,6124
5513,1,Very Good,F,SI1,63.5,57,6.36,6.31,4.02,4984
5514,0.51,Very Good,J,VS2,63.3,59,5.02,5.07,3.2,1023
5515,0.7,Very Good,G,SI1,62.8,57,5.62,5.65,3.54,2162
5516,1.27,Ideal,G,VS1,60.1,56,7.05,7.09,4.26,9176
5517,1.01,Very Good,F,SI1,60.1,58,6.51,6.54,3.92,4906
5518,0.61,Ideal,D,SI1,61.3,57,5.52,5.56,3.39,1980
5519,0.5,Very Good,E,SI1,61.4,60,5.1,5.08,3.11,1546
5520,0.71,Ideal,J,SI1,61.4,56,5.7,5.77,3.52,1859
5521,0.9,Ideal,H,VS1,61.9,56,6.19,6.25,3.84,4199
5522,1.24,Ideal,I,SI1,62.2,57,6.82,6.89,4.26,5775
5523,0.75,Ideal,H,SI2,61.2,57,5.87,5.9,3.59,2129
5524,2.14,Ideal,I,SI2,61.6,57,8.25,8.29,5.09,13092
5525,0.3,Ideal,I,VS1,62.3,54,4.29,4.32,2.68,608
5526,1.01,Very Good,H,SI1,62.9,60,6.37,6.39,4.01,4668
5527,0.31,Ideal,G,VVS2,61.6,53,4.4,4.43,2.72,664
5528,0.5,Ideal,D,SI1,62.2,54,5.09,5.12,3.18,1446
5529,1.14,Ideal,G,VS1,60.4,60,6.79,6.75,4.1,8339
5530,1.5,Very Good,H,VS2,60.2,58,7.26,7.29,4.41,9820
5531,1.53,Premium,I,VS2,62.5,60,7.39,7.31,4.6,8631
5532,0.31,Premium,I,VS2,62.1,59,4.37,4.39,2.72,452
5533,0.28,Ideal,I,VS1,61.3,56,4.22,4.25,2.6,448
5534,1.05,Premium,E,SI1,61.5,60,6.53,6.57,4.03,5834
5535,0.31,Ideal,G,IF,61.7,56,4.34,4.39,2.69,945
5536,0.38,Ideal,G,VVS2,61.4,56,4.71,4.68,2.88,1113
5537,0.32,Premium,G,VS2,62.4,58,4.42,4.39,2.75,720
5538,1.12,Ideal,G,VS1,61.3,55,6.7,6.74,4.11,8797
5539,0.35,Ideal,I,VS2,61.8,56,4.55,4.53,2.81,689
5540,1.01,Ideal,G,VS2,61.7,56,6.52,6.47,4,6604
5541,1.14,Ideal,G,SI2,62.4,56,6.69,6.66,4.17,4737
5542,0.7,Very Good,H,SI1,61.3,57,5.67,5.71,3.49,2227
5543,0.42,Good,F,SI1,63.7,57,4.75,4.77,3.04,919
5544,0.51,Ideal,H,VS2,62.6,53,5.1,5.13,3.21,1348
5545,1.01,Premium,G,SI1,60.8,58,6.51,6.48,3.95,4641
5546,0.41,Ideal,E,SI2,62.3,58,4.73,4.77,2.96,784
5547,0.7,Very Good,E,SI1,59.7,59,5.77,5.82,3.46,2404
5548,0.4,Ideal,E,SI1,61,56,4.78,4.81,2.92,810
5549,0.51,Ideal,G,VS1,62.3,54,5.11,5.16,3.21,1675
5550,0.53,Ideal,E,VS2,62,54,5.22,5.28,3.25,1621
5551,2.01,Good,D,SI2,63.8,56,7.89,8.01,5.04,15371
5552,0.41,Ideal,H,VVS1,62.3,55,4.74,4.76,2.96,1143
5553,0.43,Very Good,G,VS1,60.6,55,4.98,5.03,3.02,1228
5554,0.41,Premium,D,VS1,60.7,58,4.87,4.83,2.94,1293
5555,1.01,Very Good,G,VVS2,61,61,6.38,6.45,3.91,7226
5556,1.51,Premium,J,VS2,59.2,59,7.51,7.43,4.44,7553
5557,0.51,Ideal,H,VS1,62.3,57,5.12,5.16,3.2,1438
5558,0.85,Ideal,F,SI1,62.1,57,6.07,6.11,3.79,3718
5559,0.58,Very Good,G,VVS1,60.5,57,5.41,5.42,3.27,2077
5560,0.33,Premium,G,IF,61.1,58,4.4,4.44,2.7,984
5561,0.7,Ideal,G,VS1,62.9,56,5.67,5.61,3.55,2635
5562,0.7,Ideal,H,VS1,61.8,57,5.67,5.7,3.51,2635
5563,0.45,Ideal,F,SI1,62.6,56,4.9,4.88,3.06,1016
5564,1.27,Ideal,F,VS2,62.5,57,6.89,6.92,4.32,9930
5565,0.41,Ideal,F,VVS2,61,55,4.84,4.81,2.95,1227
5566,0.41,Premium,J,VS2,59.4,59,4.84,4.81,2.87,830
5567,0.29,Ideal,F,VVS1,61.6,56,4.26,4.28,2.63,583
5568,0.52,Ideal,H,SI1,62,55,5.16,5.19,3.21,1238
5569,1.11,Premium,H,VS2,62.2,57,6.62,6.56,4.1,5285
5570,0.54,Very Good,E,VVS2,62.7,56,5.13,5.19,3.24,2098
5571,0.71,Ideal,H,SI1,61.9,57,5.69,5.71,3.53,2096
5572,0.56,Ideal,D,VS2,62.1,57,5.27,5.29,3.28,2061
5573,0.41,Very Good,F,VVS2,62.7,59,4.74,4.77,2.99,1196
5574,0.33,Ideal,F,VS2,61.9,54,4.48,4.45,2.76,854
5575,1.21,Very Good,G,VS1,60.2,58,6.9,6.94,4.16,7906
5576,2.01,Premium,H,VS2,60.6,60,8.15,8.17,4.94,17539
5577,0.51,Ideal,H,VS2,62,55,5.15,5.12,3.18,1431
5578,0.5,Very Good,F,VS2,62.2,57,5.04,5.06,3.14,1640
5579,0.3,Ideal,G,VS2,61.9,57,4.32,4.29,2.66,675
5580,0.56,Ideal,E,SI1,62.9,56,5.26,5.22,3.29,1612
5581,0.38,Ideal,E,VS2,61.2,57,4.66,4.68,2.86,1068
5582,0.9,Premium,G,SI1,59.5,60,6.22,6.29,3.73,3804
5583,0.35,Very Good,F,VS2,61.5,58,4.51,4.54,2.79,708
5584,0.33,Premium,D,SI1,61.7,58,4.45,4.43,2.73,608
5585,1.13,Ideal,F,SI2,61.3,57,6.67,6.72,4.11,5407
5586,0.39,Ideal,G,VS2,61.9,56,4.67,4.7,2.9,787
5587,1.51,Good,I,VS2,58.2,59,7.34,7.49,4.36,8943
5588,0.51,Ideal,G,SI1,62.9,56,5.08,5.12,3.21,1286
5589,0.35,Ideal,G,IF,61.8,56,4.55,4.53,2.81,1063
5590,1.51,Premium,H,VS2,59.8,59,7.43,7.49,4.46,10063
5591,0.3,Ideal,G,SI1,61.7,55,4.33,4.36,2.68,432
5592,0.58,Ideal,G,VS2,61.3,57,5.38,5.41,3.29,1746
5593,0.41,Ideal,E,VS1,62.7,56,4.74,4.77,2.98,1153
5594,0.32,Ideal,F,VVS1,61.8,55,4.41,4.44,2.74,905
5595,0.51,Good,F,VS2,63.3,54,5.1,5.07,3.22,1649
5596,1,Good,D,SI2,63.1,57,6.34,6.38,4.01,4798
5597,0.5,Ideal,G,VVS2,61.5,57,5.04,5.07,3.11,1735
5598,1.28,Ideal,H,SI1,61.1,56,7.12,7.03,4.31,7001
5599,0.3,Ideal,H,VVS1,61.3,55,4.34,4.33,2.66,684
5600,1,Very Good,E,VS2,63.4,56,6.39,6.31,4.03,9177
5601,1.17,Premium,F,SI2,59.9,59,6.84,6.87,4.1,5405
5602,0.3,Ideal,G,VVS2,61.9,57,4.3,4.32,2.67,878
5603,1.5,Premium,G,SI2,62.7,59,7.31,7.28,4.58,9072
5604,0.78,Ideal,E,SI1,59.7,57,5.96,6,3.59,2863
5605,0.5,Premium,E,SI1,60.2,59,5.14,5.09,3.1,1218
5606,1,Premium,D,SI2,60.8,60,6.47,6.45,3.93,4469
5607,0.31,Premium,G,SI2,61.2,58,4.38,4.35,2.67,450
5608,1.23,Premium,H,VS1,58.3,62,7.01,6.99,4.08,6290
5609,0.7,Very Good,H,VVS2,63.1,57,5.62,5.67,3.56,2553
5610,0.4,Very Good,D,VS1,61.5,59,4.71,4.75,2.9,967
5611,1.13,Ideal,I,VS1,62.3,59,6.66,6.69,4.16,6097
5612,0.35,Ideal,E,VS1,61.6,56,4.58,4.53,2.81,891
5613,0.42,Ideal,G,SI2,60.8,53,4.83,4.86,2.95,614
5614,0.59,Ideal,G,VVS2,62,55,5.36,5.39,3.33,2029
5615,1.04,Ideal,J,SI2,60.9,57,6.58,6.56,4,4081
5616,1.51,Premium,I,VS2,62.8,61,7.31,7.26,4.59,9193
5617,0.31,Ideal,H,SI1,62.4,56,4.33,4.35,2.71,431
5618,0.32,Ideal,I,VVS1,63,57,4.38,4.36,2.75,709
5619,1.06,Ideal,G,VVS1,61.8,56.1,6.52,6.56,4.04,9081
5620,0.23,Very Good,E,VVS2,60.5,62,3.92,3.95,2.37,530
5621,0.3,Ideal,G,VVS1,61.6,55,4.36,4.35,2.68,945
5622,2.24,Premium,J,SI1,61.3,58,8.44,8.29,5.15,13853
5623,0.51,Ideal,G,VVS2,61.9,56,5.13,5.16,3.18,1857
5624,1.33,Ideal,D,SI1,61.7,55,7.12,7.06,4.37,8430
5625,1.06,Premium,J,VS2,61.1,59,6.54,6.6,4.01,4207
5626,1,Premium,E,I1,62.3,60,6.41,6.34,3.97,2942
5627,1.21,Good,D,SI1,63.3,57,6.78,6.74,4.27,5443
5628,0.31,Ideal,E,VS2,62.7,54,4.34,4.32,2.71,872
5629,0.31,Premium,D,SI1,61.2,58,4.37,4.34,2.67,732
5630,1.2,Premium,F,VS2,61.5,58,6.84,6.81,4.19,8370
5631,1.01,Good,E,SI1,63.1,55,6.34,6.38,4.01,5342
5632,0.97,Ideal,F,SI2,62.9,56,6.36,6.32,3.98,3903
5633,1.11,Premium,F,SI2,62.2,59,6.63,6.59,4.11,4704
5634,1.02,Ideal,E,SI2,61.1,57,6.5,6.54,3.99,4676
5635,0.27,Very Good,E,VS1,61.5,56,4.14,4.17,2.55,436
5636,1.27,Premium,H,VS2,61.8,58,6.94,6.89,4.27,6323
5637,0.3,Ideal,F,IF,62.1,55,4.3,4.37,2.69,886
5638,0.53,Ideal,H,VS2,61.2,54,5.2,5.25,3.2,1359
5639,2.03,Very Good,I,SI2,63.1,56,8.09,7.99,5.1,13132
5640,1.51,Ideal,I,VS2,62.8,54,7.34,7.3,4.6,9185
5641,0.42,Premium,G,SI1,61.2,58,4.87,4.84,2.97,882
5642,0.57,Ideal,G,SI2,61.7,54,5.33,5.37,3.31,1208
5643,0.31,Ideal,D,VS2,62.4,55,4.32,4.36,2.71,734
5644,1.5,Fair,D,SI2,62,61,7.3,7.19,4.48,8712
5645,0.41,Ideal,F,VS1,61.9,56,4.79,4.82,2.97,1180
5646,0.59,Ideal,G,SI2,62.1,55,5.43,5.35,3.35,1173
5647,0.53,Good,J,SI1,64.3,58,5.12,5.14,3.29,1023
5648,1.02,Ideal,F,VVS2,61.8,55,6.46,6.49,4,9702
5649,1.01,Premium,G,SI1,62.6,58,6.38,6.34,3.97,5002
5650,1.07,Very Good,H,SI1,59.2,61,6.66,6.62,3.94,4215
5651,0.33,Ideal,F,VVS2,62.2,55,4.4,4.43,2.75,694
5652,0.51,Ideal,F,VS2,61.7,56,5.15,5.13,3.17,1705
5653,0.7,Ideal,G,SI1,62.4,56,5.64,5.68,3.52,2485
5654,0.7,Very Good,G,VS2,62.8,56,5.62,5.65,3.54,2484
5655,0.3,Good,E,SI1,63.5,56,4.25,4.28,2.71,684
5656,1,Very Good,F,SI1,62.9,59,6.32,6.36,3.99,5511
5657,0.57,Ideal,D,SI1,61.9,55,5.36,5.3,3.3,1847
5658,1.01,Ideal,H,SI1,61.6,57,6.49,6.46,3.99,4412
5659,1,Very Good,F,VS2,63.2,59,6.34,6.31,4,6268
5660,0.31,Premium,D,VS1,59.8,60,4.41,4.39,2.63,877
5661,1.06,Ideal,G,VS1,61.4,56,6.59,6.55,4.03,7139
5662,0.38,Ideal,I,IF,62,54,4.65,4.67,2.89,871
5663,0.31,Very Good,G,SI2,62.9,56,4.31,4.34,2.72,448
5664,0.43,Good,D,SI1,63.8,55,4.8,4.82,3.06,1318
5665,0.4,Good,G,SI2,63.1,59,4.69,4.73,2.97,471
5666,0.41,Ideal,G,VS2,60.8,56,4.8,4.77,2.91,1107
5667,2.17,Premium,F,SI2,61.9,59,8.33,8.29,5.13,15970
5668,0.59,Premium,D,VS2,62.2,58,5.37,5.34,3.33,2170
5669,0.41,Ideal,D,VS2,61.7,58,4.76,4.78,2.95,1007
5670,0.7,Premium,D,VS2,61.9,59,5.7,5.67,3.52,2560
5671,1.6,Very Good,F,SI2,62.2,56,7.47,7.51,4.65,9050
5672,0.34,Ideal,G,VVS2,62.1,55,4.45,4.48,2.78,775
5673,1.4,Premium,J,SI1,62,59,7.21,7.19,4.48,4791
5674,0.52,Very Good,H,VVS2,61.5,57,5.19,5.22,3.2,1580
5675,1.01,Premium,G,SI1,61.7,60,6.45,6.41,3.96,4340
5676,0.72,Ideal,G,VS2,62.2,54,5.76,5.79,3.58,2590
5677,0.51,Premium,G,VS1,61.2,60,5.19,5.15,3.16,1781
5678,1.24,Premium,F,VS1,62.1,56,6.93,6.88,4.29,10341
5679,0.31,Ideal,E,VS2,61,56,4.37,4.39,2.67,872
5680,1.22,Ideal,H,VS2,61.9,54,6.86,6.9,4.26,7328
5681,0.71,Ideal,H,VS1,62.1,55,5.71,5.74,3.55,2600
5682,0.61,Ideal,G,I1,61.6,55,5.52,5.45,3.38,1170
5683,1,Good,G,SI1,63.3,57,6.31,6.35,4,4513
5684,0.33,Ideal,E,VS2,61,57,4.44,4.48,2.73,928
5685,1.44,Very Good,J,VS2,62.6,59,7.17,7.2,4.49,7418
5686,0.53,Ideal,D,VS2,61.9,56,5.16,5.2,3.21,1844
5687,1.09,Ideal,E,SI1,61.5,55,6.62,6.67,4.08,5913
5688,1.01,Premium,E,SI2,61.2,60,6.46,6.41,3.94,4356
5689,1.07,Ideal,H,SI2,61.9,56,6.59,6.56,4.07,4537
5690,0.74,Premium,D,SI2,63,56,5.79,5.75,3.62,2512
5691,0.4,Premium,H,SI1,61.2,59,4.78,4.82,2.93,655
5692,0.31,Ideal,D,VS2,61.8,54,4.4,4.36,2.71,942
5693,0.33,Premium,D,VS2,60.2,59,4.44,4.47,2.68,608
5694,1.02,Ideal,D,SI2,62,57,6.44,6.51,4,5628
5695,1.26,Very Good,I,VS1,61,59,6.99,7.04,4.27,7086
5696,0.31,Ideal,D,SI1,61.4,56,4.34,4.39,2.68,571
5697,1.5,Premium,I,VS2,60.2,59,7.3,7.36,4.41,9399
5698,0.34,Ideal,E,VS1,62.5,57,4.51,4.47,2.81,1095
5699,0.43,Ideal,E,VS2,61.3,56,4.88,4.82,2.97,968
5700,1.01,Very Good,D,SI1,62.6,59,6.37,6.43,4,5501
5701,0.73,Premium,G,SI1,59.3,60,5.85,5.87,3.49,2871
5702,0.87,Ideal,D,SI1,62,56,6.07,6.13,3.78,3664
5703,0.9,Premium,E,SI1,60.2,60,6.26,6.21,3.75,4142
5704,1.29,Good,D,VS2,63.7,58,6.89,6.82,4.35,9257
5705,0.32,Ideal,F,VS2,62.3,55,4.42,4.39,2.74,828
5706,0.36,Very Good,D,SI1,60.7,63,4.56,4.59,2.78,681
5707,1.7,Ideal,I,VS2,62.4,57,7.66,7.61,4.76,10951
5708,1.62,Premium,D,SI2,61.7,59,7.56,7.54,4.66,11637
5709,1.43,Very Good,I,SI2,63.5,58,7.05,7.08,4.5,6096
5710,0.7,Premium,E,SI1,62.8,57,5.63,5.66,3.55,2313
5711,0.9,Very Good,G,SI1,60.3,55,6.18,6.22,3.74,3584
5712,0.31,Ideal,D,VS2,62.1,57,4.33,4.33,2.69,734
5713,1.6,Very Good,G,SI1,61.3,57,7.43,7.5,4.57,11255
5714,0.52,Ideal,H,VS1,61.6,56,5.13,5.18,3.18,1687
5715,0.4,Premium,D,VS2,61.4,59,4.75,4.72,2.91,982
5716,0.31,Premium,H,IF,59.2,60,4.45,4.42,2.63,1046
5717,0.34,Ideal,G,VS1,62,55,4.45,4.48,2.77,695
5718,1.21,Premium,J,SI1,61.7,57,6.83,6.77,4.19,5331
5719,0.38,Very Good,J,VS1,62.7,58,4.59,4.64,2.89,810
5720,0.32,Premium,E,SI1,61.9,56,4.41,4.38,2.72,720
5721,1.34,Very Good,D,SI2,61.8,57,7.02,7.06,4.35,9417
5722,0.7,Good,E,SI1,62.4,64,5.61,5.69,3.53,2184
5723,1,Very Good,F,SI1,61,57,6.34,6.42,3.9,4995
5724,1.19,Premium,I,VS2,62.2,60,6.83,6.78,4.23,5000
5725,0.83,Premium,E,SI1,61.9,59,6.05,6.02,3.73,2996
5726,0.71,Ideal,I,VS1,61.7,56,5.73,5.76,3.54,2491
5727,0.32,Ideal,G,VVS1,62.2,53,4.42,4.44,2.76,814
5728,0.33,Ideal,G,VS1,62.6,53.5,4.45,4.47,2.79,666
5729,0.3,Ideal,E,VVS2,62.1,55,4.33,4.35,2.69,1013
5730,0.8,Very Good,E,SI2,63.4,55,5.9,5.88,3.73,2623
5731,0.78,Premium,G,SI2,60.8,59,5.97,5.92,3.6,2384
5732,0.38,Very Good,D,SI1,58.9,61,4.74,4.77,2.79,862
5733,0.42,Ideal,G,IF,61.1,56,4.8,4.86,2.95,1400
5734,1.57,Premium,F,SI1,58.7,59,7.62,7.58,4.46,11746
5735,1.14,Premium,G,SI1,61.9,59,6.68,6.64,4.12,6257
5736,0.3,Ideal,I,VS2,62.3,57,4.3,4.33,2.69,473
5737,1.52,Ideal,F,VS2,62.5,55,7.32,7.37,4.6,14220
5738,1.01,Very Good,E,VVS2,60.6,61,6.39,6.5,3.9,11206
5739,0.44,Premium,G,VS1,61.3,59,4.88,4.93,3,990
5740,0.37,Ideal,E,VS1,61.6,55,4.65,4.61,2.86,1124
5741,0.54,Very Good,H,VVS1,61.2,60,5.24,5.31,3.23,2021
5742,0.56,Ideal,F,VS1,61.2,56,5.4,5.32,3.27,1890
5743,0.71,Ideal,F,VS2,61.7,55,5.76,5.7,3.53,2858
5744,1.51,Premium,J,VVS2,62.4,58,7.31,7.33,4.57,8617
5745,0.41,Premium,E,VS2,61.5,59,4.75,4.78,2.93,1069
5746,1.57,Very Good,H,VS2,59.4,59,7.59,7.67,4.52,12112
5747,1.13,Ideal,G,VVS2,61.1,55,6.78,6.74,4.12,8319
5748,1.01,Ideal,G,VS2,60.8,60,6.45,6.48,3.93,6412
5749,0.9,Good,G,SI1,63.8,59,6.05,6.08,3.87,3669
5750,1.34,Premium,D,SI2,61.5,57,7.05,7.02,4.32,6505
5751,0.3,Ideal,D,SI1,62,56,4.29,4.32,2.67,552
5752,0.91,Very Good,H,VS1,63.4,56,6.12,6.09,3.87,3951
5753,0.39,Ideal,F,SI1,60.7,56,4.75,4.78,2.89,871
5754,0.24,Very Good,D,VVS2,61.9,59,3.95,3.98,2.44,492
5755,0.3,Ideal,E,VVS1,61.5,57,4.33,4.36,2.67,862
5756,0.3,Ideal,D,VS2,60,57,4.4,4.38,2.64,911
5757,0.32,Very Good,G,SI1,63,58,4.33,4.38,2.74,477
5758,1.51,Premium,E,VS2,59.4,59,7.58,7.5,4.47,9705
5759,0.31,Premium,G,VS1,62.5,58,4.36,4.33,2.72,802
5760,0.7,Good,I,VS1,64.6,60,5.57,5.54,3.57,2442
5761,1.61,Premium,D,SI2,62.6,56,7.52,7.43,4.68,11372
5762,1.01,Ideal,D,SI2,60.4,57,6.51,6.54,3.94,4977
5763,0.5,Good,G,VS1,62,60,5.01,5.04,3.12,1438
5764,0.31,Premium,H,VS1,60.4,58,4.42,4.45,2.68,559
5765,0.41,Premium,E,SI1,60.3,60,4.74,4.81,2.89,789
5766,1.7,Premium,G,VS2,61.9,58,7.68,7.64,4.72,14157
5767,1.01,Good,F,SI2,61.9,58,6.37,6.42,3.96,4514
5768,0.5,Ideal,E,VVS1,61.6,56,5.09,5.13,3.15,2005
5769,0.52,Ideal,D,SI1,61.5,57,5.15,5.2,3.18,1417
5770,0.61,Ideal,G,VS1,62.7,55,5.41,5.44,3.4,2070
5771,1.78,Premium,H,VS1,62.6,58,7.8,7.76,4.85,17666
5772,0.32,Premium,G,VVS1,60.2,58,4.46,4.43,2.68,1080
5773,0.55,Ideal,E,SI1,60.7,55,5.27,5.3,3.21,1551
5774,0.78,Ideal,E,SI2,62.4,56,5.84,5.9,3.65,2719
5775,0.4,Ideal,E,SI1,62.7,57,4.73,4.7,2.96,882
5776,0.55,Ideal,F,VVS1,61.6,54,5.3,5.32,3.27,2365
5777,0.3,Ideal,I,SI1,62.5,55,4.26,4.28,2.67,382
5778,1.51,Premium,H,SI2,62.9,60,7.31,7.27,4.58,7550
5779,0.9,Ideal,E,SI1,62,56,6.18,6.16,3.82,4462
5780,0.57,Ideal,G,VVS2,61.9,56,5.31,5.35,3.3,2129
5781,0.51,Premium,D,VS1,60.2,60,5.21,5.24,3.14,1704
5782,1.04,Premium,H,VS2,61.2,60,6.46,6.5,3.97,5820
5783,1,Premium,D,SI2,59.6,58,6.53,6.48,3.87,4745
5784,0.32,Ideal,H,VVS1,61.5,57,4.43,4.4,2.72,816
5785,0.9,Premium,I,SI1,62.5,60,6.13,6.15,3.84,2947
5786,1.51,Ideal,J,VVS1,61,56,7.38,7.43,4.51,11503
5787,1.62,Ideal,E,SI2,62.9,56,7.52,7.45,4.7,10584
5788,0.72,Ideal,F,SI2,62.1,56,5.72,5.7,3.55,2873
5789,1.51,Good,G,VS2,64.1,58,7.21,7.16,4.6,11613
5790,0.54,Premium,H,SI1,59.6,59,5.29,5.34,3.16,1154
5791,0.39,Ideal,F,VS2,61.1,57,4.72,4.74,2.89,956
5792,0.57,Premium,G,SI1,61.4,61,5.34,5.32,3.27,1232
5793,1.31,Premium,G,VS2,61.8,58,7.03,6.97,4.32,9596
5794,0.9,Ideal,E,SI2,62,56,6.07,6.17,3.8,3759
5795,0.7,Very Good,G,VS2,60.3,62,5.74,5.8,3.47,2657
5796,0.72,Premium,F,VS2,62.2,55,5.74,5.68,3.55,2346
5797,1.7,Ideal,G,VS1,61.4,55,7.72,7.67,4.71,15847
5798,0.96,Very Good,I,VS2,61.6,58,6.29,6.35,3.9,4278
5799,0.54,Ideal,E,VS1,61.6,55,5.26,5.25,3.24,1915
5800,1.52,Premium,H,SI2,60.6,58,7.49,7.38,4.5,8858
5801,1.5,Premium,H,VVS1,61.1,59,7.38,7.32,4.49,12156
5802,1.14,Premium,D,SI2,62.6,56,6.68,6.7,4.2,5040
5803,0.41,Ideal,F,VVS2,62.3,57,4.76,4.78,2.97,1192
5804,1.2,Premium,I,SI1,62.4,55,6.76,6.82,4.23,6569
5805,0.9,Premium,G,SI2,62.8,58,6.15,6.12,3.86,3238
5806,0.25,Very Good,H,VVS2,62.1,56,4.03,4.06,2.52,446
5807,0.84,Premium,F,SI1,61.6,61,6.05,6.02,3.74,3495
5808,0.5,Very Good,G,SI2,63,60,5.09,5.03,3.17,1056
5809,0.32,Ideal,I,SI1,61.6,56,4.4,4.43,2.72,446
5810,1.16,Ideal,G,VS1,61.3,57,6.8,6.81,4.17,8545
5811,1.2,Ideal,H,I1,61.3,55,6.83,6.87,4.2,3678
5812,1,Good,G,SI2,63.6,58,6.27,6.31,3.99,3679
5813,0.39,Ideal,G,VVS2,61.6,55,4.7,4.73,2.92,1094
5814,1.29,Ideal,G,VS2,61.8,55,6.95,6.92,4.28,8431
5815,0.57,Ideal,D,SI1,61,57,5.35,5.39,3.27,1754
5816,0.42,Ideal,G,VVS1,61.6,56,4.87,4.85,2.99,1235
5817,0.32,Ideal,H,IF,61.7,57,4.36,4.39,2.7,814
5818,1.02,Premium,H,SI1,61.2,61,6.51,6.54,3.99,5038
5819,0.9,Good,D,SI1,63.1,54,6.11,6.17,3.87,4373
5820,0.31,Ideal,H,IF,62.1,54,4.38,4.39,2.72,814
5821,0.38,Ideal,G,VS2,62.2,54.2,4.65,4.67,2.89,746
5822,0.36,Ideal,F,VVS1,61.6,56,4.62,4.57,2.84,1046
5823,0.71,Good,F,SI1,64.2,60,5.6,5.63,3.6,2401
5824,0.32,Ideal,H,VVS1,61.9,55,4.42,4.43,2.74,730
5825,0.32,Ideal,D,VS2,61.4,57,4.41,4.42,2.71,972
5826,0.43,Very Good,D,SI2,63.1,55,4.8,4.75,3.01,818
5827,0.51,Ideal,F,VS1,61.1,57,5.13,5.2,3.16,1712
5828,1.11,Premium,I,VS2,61.8,58,6.64,6.6,4.1,4892
5829,0.23,Very Good,E,VVS2,59.7,58,4.04,4.06,2.42,620
5830,0.34,Ideal,H,VS1,61.9,56,4.48,4.45,2.77,731
5831,0.32,Ideal,F,VS2,61.2,55,4.43,4.46,2.72,773
5832,0.29,Ideal,D,VS2,61.7,56,4.22,4.25,2.62,734
